Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
"Fayette, GA",US,33.4502,-84.4803,14,14,9,18,13,13,17,14,16,18,20,21,20,18,18,21,18,14,12,9,4,5,9,9,14,9,13,12,16,13,14,6,10,18,23,21,20,20,6,7,13,13,22,22,19,12,13,9,12,17,13,7,8,13,15,9,20,13,9,13,14,17,14,19,14,10,14,14,17,21,19,22,24,23,26,22,14,20,25
"Gregg, TX",US,32.4893,-94.8521,13,12,14,14,15,22,20,17,18,19,22,6,9,16,18,23,15,13,17,12,13,8,4,10,13,17,15,18,13,8,9,10,17,25,19,22,6,5,17,17,20,16,8,9,8,11,15,19,22,21,6,8,10,13,12,19,16,8,13,18,23,20,23,22,13,21,19,17,21,18,26,27,27,24,25,14,16,23,25
"Monmouth, NJ",US,40.2589,-74.124,7,4,10,9,11,5,8,6,5,1,13,17,17,8,7,11,10,0,1,6,0,1,3,7,8,11,8,7,6,5,2,7,5,6,13,15,6,7,13,5,8,9,8,8,7,1,0,8,9,9,9,3,1,9,12,14,9,8,5,5,2,6,15,13,13,10,7,8,14,21,19,12,9,20,13,11,7,12,11
"Burlington, NJ",US,40.0712,-74.8649,8,4,9,9,11,5,9,7,4,1,12,20,18,7,8,11,10,0,0,5,0,1,4,7,12,11,7,6,5,6,3,7,5,6,14,15,5,6,15,5,8,7,10,7,8,2,0,8,11,16,9,2,2,10,13,16,8,10,5,5,1,7,17,14,13,11,6,8,14,21,19,13,12,21,13,12,7,13,13
"Camden, NJ",US,39.9259,-75.1196,8,5,9,9,11,5,10,7,4,1,13,20,19,8,7,12,10,0,0,6,0,1,4,7,13,10,8,7,6,6,3,8,6,6,15,16,6,6,15,6,9,7,10,8,8,2,0,9,11,16,10,3,2,10,13,16,9,10,6,5,1,7,17,15,15,11,6,8,15,22,19,14,13,22,14,12,9,14,14
"Passaic, NJ",US,40.8568,-74.1285,7,4,9,9,10,6,7,7,5,1,9,19,19,7,7,11,9,0,0,6,0,1,3,7,10,8,7,7,6,5,2,6,6,7,13,14,6,5,10,5,6,7,8,8,5,0,0,7,11,7,8,3,2,10,13,16,10,8,5,5,2,7,16,15,13,11,8,9,16,23,19,14,10,21,13,12,8,12,13
"Union, NJ",US,40.6976,-74.2632,6,4,9,9,10,6,8,7,5,1,10,20,18,7,8,11,9,0,0,6,0,1,4,7,10,9,8,7,6,5,2,6,6,6,13,14,7,6,10,5,7,7,8,8,6,0,0,7,11,8,8,3,2,10,14,16,10,8,5,5,1,7,17,14,13,11,8,9,16,22,19,14,9,20,14,13,7,12,13
"Eagle, CO",US,39.6553,-106.8287,-2,0,0,0,4,3,0,3,3,0,-2,-4,-2,0,5,3,2,1,-1,0,3,3,3,2,4,4,6,2,1,2,0,1,5,7,5,-5,-5,0,3,7,2,1,0,0,1,6,5,4,3,1,2,1,5,6,4,-1,-3,1,5,6,7,7,4,7,9,9,10,11,11,9,8,10,11,8,9,11,12,13,11
"Larimer, CO",US,40.6956,-105.5943,0,0,0,0,7,3,-2,4,4,0,-4,0,-2,-1,3,1,6,2,0,3,7,6,3,1,6,4,5,3,2,1,0,2,9,13,-6,-11,-6,-1,0,5,-5,-2,0,-2,-2,6,2,4,-2,-2,-5,2,8,9,2,-3,-7,0,2,7,7,2,1,5,8,8,12,12,11,7,6,10,8,0,7,9,11,12,11
"Arapahoe, CO",US,39.6203,-104.3326,7,10,5,7,14,6,5,12,13,5,0,5,5,6,13,7,6,11,6,7,11,12,11,5,11,10,10,7,4,4,5,9,17,21,-3,-8,-3,4,-1,8,-2,-1,0,0,-3,11,5,9,3,1,-3,1,10,13,5,3,-3,5,6,12,13,9,9,14,16,11,18,20,19,14,16,18,8,3,9,14,15,16,18
"Gunnison, CO",US,38.5458,-106.9253,-5,-9,-2,-4,-5,0,-1,-5,2,-2,-4,-3,-5,0,2,-1,0,0,-6,-7,0,-2,1,2,0,1,0,0,-2,-1,-2,0,1,4,4,-8,-11,-4,3,5,2,1,0,-2,1,0,1,2,3,0,0,0,-1,1,3,-1,-3,-4,4,2,3,4,3,3,4,6,7,8,7,8,6,7,10,8,9,9,11,11,10
"Kane, IL",US,41.9879,-88.4016,-1,4,8,2,0,5,4,3,-4,8,6,0,0,0,4,2,-5,-2,1,-7,-2,-2,0,0,1,1,0,0,0,0,0,1,1,7,6,0,0,0,1,0,1,0,0,2,-8,-10,0,2,3,1,-3,-6,1,8,10,6,3,-1,0,-2,1,13,8,8,7,10,4,10,17,12,8,8,12,8,3,5,4,7,8
"Monroe, PA",US,41.0458,-75.2479,6,2,7,5,10,3,6,3,2,0,7,15,16,6,5,9,6,-2,-4,3,-2,0,2,5,9,4,5,5,3,3,2,4,5,4,12,14,4,4,4,3,5,7,8,6,5,-3,-1,5,9,6,5,0,2,9,11,15,9,8,2,2,0,6,15,12,11,11,6,7,15,20,17,12,9,18,11,11,8,11,13
"Philadelphia, PA",US,39.9526,-75.1652,8,5,9,9,12,5,10,8,4,1,12,20,19,8,7,12,10,0,0,6,0,1,4,7,12,10,8,7,7,6,3,8,7,6,15,16,6,6,15,6,9,7,10,8,8,2,0,9,11,16,10,3,2,10,14,16,9,10,6,5,1,7,18,14,14,11,6,8,15,22,19,14,14,22,14,13,9,13,15
"Norfolk, VA",US,36.8508,-76.2859,14,12,15,14,16,9,13,13,11,6,19,22,20,19,16,12,16,5,9,12,2,2,5,8,14,16,10,12,9,8,7,9,8,13,21,20,18,20,16,8,10,17,20,10,17,8,4,12,11,16,10,7,1,10,15,13,16,13,9,11,7,11,19,20,17,10,10,10,15,21,22,17,18,23,15,11,11,19,14
"Arlington, VA",US,38.8816,-77.09100000000001,11,10,11,11,15,5,11,7,7,4,11,21,19,11,9,14,13,2,1,6,1,2,4,6,10,10,8,9,7,7,5,8,10,12,18,18,8,7,15,6,9,8,13,9,13,3,2,11,12,14,11,4,3,11,14,15,12,11,6,8,2,10,18,17,17,12,10,10,16,22,21,13,17,23,14,10,12,17,14
"Spotsylvania, VA",US,38.2042,-77.6078,12,11,14,13,16,8,12,4,8,6,13,21,20,14,9,12,13,4,2,8,2,2,5,7,11,11,10,11,9,8,6,8,11,14,21,20,12,10,14,8,11,10,13,11,16,4,4,12,13,16,11,4,3,13,16,14,13,12,8,9,5,12,19,18,18,14,12,11,17,23,21,18,18,24,16,9,14,19,15
"Loudoun, VA",US,39.0768,-77.6536,10,8,10,11,13,4,9,3,5,3,11,19,16,11,8,13,9,2,1,3,0,1,4,6,8,9,6,7,7,6,4,6,8,11,19,18,5,6,10,6,8,8,11,9,11,1,2,9,11,14,10,4,2,12,14,15,10,10,3,6,2,10,17,16,17,12,9,10,16,22,20,12,18,20,14,9,11,16,14
"Prince George's, MD",US,38.7849,-76.8721,11,9,12,12,15,5,12,7,6,4,11,21,20,11,8,15,12,3,1,6,1,2,4,6,10,10,8,9,7,7,5,7,10,11,18,19,9,7,14,7,9,9,12,9,13,3,2,11,12,15,10,4,2,11,14,15,11,10,6,7,2,9,18,17,17,13,10,10,16,22,21,13,15,23,14,10,12,17,14
"Pottawattamie, IA",US,41.3912,-95.4778,1,6,4,3,4,6,4,7,1,8,-2,-6,-2,1,0,-1,-8,0,-9,-13,-12,-5,0,1,0,0,1,0,-2,-1,0,1,5,9,1,-2,-1,0,-3,0,2,3,2,4,-12,-3,6,9,8,3,-4,-2,7,11,15,8,4,1,4,6,13,14,8,13,15,9,10,19,22,4,7,16,14,9,2,3,6,9,12
"Camden, NC",US,34.2465,-80.607,16,15,13,24,19,14,17,16,16,17,17,24,20,22,22,23,22,11,14,16,6,5,10,11,18,12,13,15,14,13,14,4,10,18,24,22,22,23,10,9,13,20,24,24,23,15,11,10,17,15,15,7,7,13,17,10,19,18,12,14,12,16,21,20,15,11,15,14,18,22,22,25,26,26,22,19,15,19,23
"Pima, AZ",US,32.0575,-111.6661,15,16,14,14,18,21,18,20,19,16,14,18,19,20,21,21,18,18,18,22,24,13,15,19,21,21,22,20,20,17,18,19,23,24,16,8,10,15,20,23,20,17,11,15,18,20,21,23,24,23,24,25,25,17,16,20,18,17,23,26,24,19,15,17,20,26,26,24,20,24,23,21,20,16,21,22,25,21,16
"Noble, IN",US,41.4277,-85.355,-1,3,8,5,1,4,5,4,-3,9,10,12,1,2,6,5,0,-1,3,-7,-3,-1,0,3,3,1,0,1,1,1,1,2,2,12,12,2,1,-2,0,1,1,1,1,2,0,-7,0,3,4,3,0,-3,1,8,11,7,3,0,-2,-2,0,7,8,9,7,11,4,7,15,17,8,7,14,9,5,7,5,9,6
"Adams, IN",US,39.8522,-77.2865,9,7,9,11,13,4,8,5,3,1,12,19,14,11,7,14,8,1,0,2,0,0,3,5,8,8,7,6,6,6,4,7,6,8,18,18,6,6,8,5,8,7,10,9,10,0,2,9,11,12,9,4,3,12,14,16,9,10,2,5,1,9,17,14,15,13,9,10,16,22,18,11,17,19,13,11,12,15,14
"Boone, IN",US,40.0106,-86.4997,1,7,11,7,1,7,6,6,0,12,12,15,2,4,8,8,0,0,6,-8,-2,0,1,6,5,0,2,0,1,1,2,3,4,15,15,9,2,-1,1,1,1,2,4,2,0,-8,3,5,7,4,2,-1,1,8,12,5,3,0,0,-1,0,12,10,11,10,13,3,9,16,17,11,9,15,9,3,7,8,10,9
"Dane, WI",US,43.0186,-89.5498,-1,3,7,1,-1,4,4,2,-6,8,2,-4,-3,0,2,0,-9,-2,0,-7,-4,-4,0,0,0,0,0,0,-1,-1,0,1,2,7,4,-1,-2,0,1,-1,0,-1,-2,1,-12,-10,1,0,1,0,-6,-8,0,4,7,3,0,-1,-2,-3,1,10,4,5,5,6,3,10,15,9,8,8,11,7,2,4,5,7,4
"Pierce, WI",US,44.7509,-92.3814,-4,0,1,1,-1,2,1,-2,-12,2,-5,-8,-6,-2,0,-3,-16,-5,-3,-10,-7,-7,1,0,0,0,-2,-1,-5,-4,-3,0,1,4,0,-6,-3,-1,-1,-7,-3,-2,-3,0,-17,-10,0,-4,1,-5,-11,-10,1,4,5,3,1,-2,-4,-4,1,6,1,4,2,3,1,8,12,3,5,5,5,3,1,4,4,6,6
"Cuyahoga, OH",US,41.4339,-81.6758,2,3,9,8,3,2,6,6,0,5,10,19,1,6,9,9,3,-1,5,-6,-2,-2,1,5,7,5,2,2,1,0,0,2,2,10,12,7,1,0,0,1,3,3,3,3,1,-6,1,4,6,8,0,-4,2,8,11,11,6,3,-2,-2,0,8,9,11,6,10,3,4,14,18,12,8,13,9,4,5,10,7,11
"Weber, UT",US,41.2603,-111.9522,-2,2,2,4,3,1,4,6,2,2,0,1,1,1,3,1,5,1,2,2,3,6,4,6,3,5,6,4,5,4,3,3,6,8,-3,-2,-3,4,6,7,3,1,0,4,5,7,4,4,3,2,2,2,5,8,9,3,4,6,9,12,14,4,4,7,12,17,19,17,12,11,12,14,12,10,14,15,15,16,10
"Bennington County, VT",US,43.0279,-73.135,2,0,5,6,3,0,2,0,0,-7,4,14,14,3,6,5,1,-9,-7,0,-6,-6,0,3,5,3,2,3,0,-1,0,2,2,1,4,7,0,0,1,-4,0,4,3,2,2,-9,-3,2,0,2,0,-3,-3,1,7,11,8,6,3,-1,-4,-1,9,13,5,6,6,2,9,18,13,6,9,10,6,4,6,8,10
"Carver County, MN",US,44.8254,-93.7842,-5,0,1,0,-3,1,1,-2,-12,1,-8,-11,-5,-2,0,-6,-17,-5,-5,-12,-9,-8,1,0,0,0,-1,-2,-5,-5,-3,0,1,4,-1,-6,-2,-1,-2,-8,-3,-1,-3,0,-18,-9,1,-4,1,-6,-11,-11,1,3,4,3,2,-3,-4,-3,3,5,0,4,3,2,2,8,12,2,4,6,4,2,1,4,4,6,8
"Charlotte County, FL",US,26.8946,-81.9098,24,24,29,29,27,20,23,23,22,26,26,30,30,29,28,29,28,26,27,27,21,16,16,25,26,24,22,23,24,24,20,25,20,18,23,26,28,28,19,23,26,29,29,30,29,29,28,28,28,30,29,29,20,24,25,27,29,29,19,20,21,24,26,28,30,30,26,22,24,25,27,27,28,29,30,29,30,29,31
"Cherokee County, GA",US,34.2515,-84.4803,12,13,8,15,12,11,16,13,14,17,18,21,18,16,18,20,17,11,7,8,3,4,9,8,10,8,12,10,14,12,14,6,9,17,23,19,19,17,4,5,9,10,20,19,16,10,12,10,16,14,13,5,9,13,13,8,18,12,8,9,12,18,11,21,14,10,12,16,17,20,18,22,22,21,19,18,12,20,21
"Collin County, TX",US,33.1795,-96.493,13,13,17,15,14,20,18,17,17,18,20,5,11,15,18,24,12,14,13,12,13,10,6,13,13,18,17,15,15,8,7,12,17,25,21,17,4,6,15,18,19,10,7,8,7,10,16,22,24,13,11,11,10,14,13,17,15,8,15,18,23,23,24,21,14,21,18,18,20,22,25,28,29,18,21,13,19,20,25
"Jefferson County, KY",US,38.1938,-85.6435,4,10,10,12,5,10,9,10,9,15,18,19,7,9,14,18,7,3,12,-3,-2,1,4,10,9,3,7,8,4,5,7,5,7,17,20,14,4,3,2,4,11,10,7,4,4,-2,8,12,14,11,8,4,4,10,14,7,11,6,4,6,5,18,15,16,18,16,5,11,19,19,14,15,18,13,7,7,9,13,18
"Jefferson Parish, LA",US,29.6499,-90.1121,17,18,23,16,17,18,20,17,18,22,23,22,17,22,24,24,23,21,24,14,11,10,13,17,18,17,13,14,17,16,15,16,14,21,21,22,21,13,15,21,21,23,24,24,15,15,18,17,18,23,21,20,12,15,19,22,20,16,12,19,20,20,23,23,24,18,20,17,21,22,22,24,24,25,26,26,25,26,26
"Shasta County, CA",US,40.7909,-121.8474,10,5,8,9,3,2,8,5,0,3,4,0,0,0,-1,0,-1,0,4,8,6,2,3,5,5,6,5,4,3,8,10,13,11,1,0,3,8,11,12,6,5,11,12,10,9,9,8,8,6,8,9,9,12,14,8,11,14,14,16,12,6,3,10,15,16,13,8,1,2,6,13,13,15,10,0,-1,2,0,0
"Spartanburg County, SC",US,34.8606,-81.9535,14,14,9,12,16,12,16,14,16,15,14,20,21,17,18,20,17,10,4,12,4,4,8,10,7,11,13,13,14,10,11,3,12,17,23,20,18,18,8,3,8,12,22,15,19,13,9,8,17,13,11,6,7,13,16,8,17,16,10,11,11,15,17,16,15,11,12,14,16,20,19,23,23,23,20,18,12,19,18
"Harrison County, KY",US,38.4333,-84.3542,3,9,10,11,6,8,8,8,7,14,18,21,7,9,13,16,6,3,10,-3,-1,0,4,10,9,3,6,6,3,3,6,4,6,16,18,13,3,3,1,5,7,10,6,4,4,-2,7,10,13,10,7,3,3,10,13,7,11,6,3,4,3,16,12,14,17,15,5,10,17,19,14,14,20,13,8,7,9,11,17
"Johnson County, IA",US,41.6699,-91.5984,0,8,9,1,-1,7,3,2,-3,15,0,-4,-2,0,1,0,-11,-3,1,-13,-8,-6,0,1,1,1,-1,0,-4,-3,-1,1,3,10,5,0,-1,1,0,-4,3,0,0,2,-14,-10,4,6,3,0,-5,-6,4,11,13,5,4,0,0,0,7,16,2,10,10,9,8,16,21,10,10,10,17,8,1,3,6,9,8
"Berkshire County, MA",US,42.3118,-73.1822,1,-1,4,5,3,-2,0,0,-1,-3,6,14,14,2,4,3,1,-9,-5,0,-7,-6,0,4,5,3,1,1,-1,-1,0,1,1,0,4,8,0,0,2,-4,-1,3,4,2,1,-10,-4,1,0,1,-1,-5,-3,2,7,11,8,5,3,-2,-4,-2,11,12,5,5,4,1,9,17,14,6,7,10,5,4,3,6,9
"Davidson County, TN",US,36.1343,-86.822,9,10,11,14,6,12,11,11,14,16,19,21,11,12,15,20,9,6,13,2,-1,1,7,8,10,4,9,13,7,8,9,9,9,20,21,17,11,5,2,9,17,13,7,12,5,0,11,14,19,14,11,5,5,12,14,12,12,5,7,9,9,19,15,18,17,18,9,11,19,18,18,15,22,14,11,7,11,12,19
"Douglas County, OR",US,43.1261,-123.2492,11,8,9,13,6,4,8,7,4,4,7,3,4,3,1,7,2,5,9,12,11,6,9,12,10,11,10,8,7,11,13,16,9,3,3,4,5,9,10,4,6,7,9,9,8,6,6,8,7,6,12,13,13,11,7,8,14,12,15,12,5,6,8,13,13,14,9,5,7,10,13,11,12,9,5,6,9,10,10
"Fresno County, CA",US,36.9859,-119.2321,10,11,8,19,15,10,12,15,6,5,7,8,8,7,8,11,9,6,12,15,14,10,11,15,14,13,11,11,10,8,12,16,20,13,4,5,8,14,17,15,9,11,14,14,17,15,14,16,14,15,15,18,18,10,11,13,18,20,21,22,18,6,11,17,21,23,20,7,10,14,17,14,16,13,9,7,6,7,8
"Harford County, MD",US,39.5839,-76.3637,9,6,8,11,13,4,9,5,4,0,11,17,16,11,6,13,9,0,1,4,0,1,4,5,10,9,7,6,6,7,4,7,8,6,16,17,5,5,11,5,8,7,10,9,10,0,0,9,11,14,9,4,2,11,13,15,9,11,4,5,1,8,16,13,15,12,5,8,15,21,20,13,15,21,14,12,11,15,14
"Hendricks County, IN",US,39.8065,-86.5401,1,7,10,8,2,8,6,6,0,12,12,15,2,4,8,8,0,0,7,-8,-2,0,1,7,4,1,3,1,1,2,2,4,4,16,16,11,2,0,1,1,2,3,4,3,0,-8,4,6,8,5,3,-1,2,8,11,6,4,0,1,0,1,13,10,11,11,14,4,9,17,17,11,10,15,9,4,7,8,11,9
"Hudson County, NJ",US,40.7453,-74.0535,7,3,9,8,10,5,7,6,5,1,11,19,19,7,7,11,9,0,1,6,0,1,4,8,11,9,8,7,6,5,2,6,5,6,13,14,6,5,12,4,6,8,9,7,6,0,-1,7,10,8,9,2,2,10,13,15,10,8,5,4,1,6,14,13,13,11,7,9,15,22,18,13,9,21,13,12,7,12,11
"Johnson County, KS",US,38.8454,-94.8521,6,13,10,9,6,12,7,11,12,17,5,-6,0,8,8,9,-2,1,0,-5,-5,0,1,2,0,0,4,4,0,1,3,4,11,18,17,0,-2,2,3,6,11,6,6,1,-9,-3,5,11,15,6,6,0,5,11,16,6,6,3,9,12,17,17,12,16,15,15,13,19,20,14,9,19,18,8,4,4,7,10,16
"Kittitas County, WA",US,47.175,-120.9319,3,6,3,7,3,2,4,6,3,1,0,3,3,0,-1,-6,1,1,1,2,4,4,2,4,8,6,5,6,5,4,4,9,7,4,3,1,5,4,7,5,5,9,5,7,5,4,5,4,4,5,4,5,9,6,4,3,7,8,13,14,6,6,7,11,8,12,8,7,8,10,8,6,8,2,0,4,12,11,14
"Manatee County, FL",US,27.4799,-82.3452,21,23,28,28,25,19,21,22,20,25,27,29,29,29,28,28,27,26,27,25,18,14,15,24,25,22,21,22,22,24,20,24,19,17,23,25,27,28,17,22,26,29,29,30,29,27,26,28,28,30,28,28,15,22,25,26,28,27,17,18,19,23,26,28,30,29,24,21,24,26,27,27,28,29,30,29,30,28,30
"Marion County, OR",US,44.8446,-122.5927,10,7,7,12,4,3,6,8,3,2,5,2,3,0,0,6,1,3,7,11,10,6,7,11,8,11,7,7,6,7,10,13,8,3,2,3,6,8,7,4,5,7,7,7,5,5,4,6,5,8,12,11,11,10,5,5,11,10,13,10,4,5,6,10,9,12,5,4,6,8,11,8,9,2,5,7,12,11,9
"Okaloosa County, FL",US,30.5773,-86.6611,17,17,21,23,17,16,20,18,18,20,21,23,23,23,23,24,24,22,19,13,10,7,12,16,18,15,13,16,19,11,17,13,14,20,21,22,21,22,13,19,21,21,24,23,20,18,19,15,20,23,25,18,13,15,19,20,22,15,13,17,20,20,22,24,22,20,20,19,20,22,23,24,24,25,27,28,26,26,26
"Polk County, GA",US,34.0132,-85.1479,12,13,9,16,12,11,16,13,16,18,20,24,18,18,18,20,16,13,11,8,3,4,9,7,12,7,11,11,14,12,15,7,10,18,23,20,20,18,5,8,14,12,19,21,15,9,13,12,14,16,11,6,7,13,14,9,18,11,8,10,12,18,12,21,13,10,13,13,17,20,18,21,23,20,24,18,14,21,23
"Riverside County, CA",US,33.9533,-117.3961,20,19,22,23,21,22,23,25,18,15,19,17,17,16,16,20,16,16,21,25,18,14,18,25,25,25,15,24,24,21,25,27,30,25,15,14,17,19,22,23,14,21,21,20,23,23,22,23,25,25,23,28,28,16,18,25,27,27,29,30,23,15,20,27,25,29,26,19,19,24,19,23,16,13,16,16,17,15,15
"Shelby County, TN",US,35.1269,-89.9253,11,13,12,15,7,15,14,13,16,17,18,14,7,11,17,20,9,10,17,6,0,3,5,5,7,8,11,13,14,11,7,8,12,20,20,17,9,3,7,11,19,14,7,9,7,3,14,15,14,15,11,7,6,11,11,15,11,6,8,11,15,20,20,18,17,19,13,15,20,20,17,18,22,14,17,9,10,15,22
"St. Louis County, MO",US,38.6103,-90.4125,5,14,13,5,4,12,9,8,8,13,15,3,1,4,10,13,0,0,8,-5,-4,0,3,2,2,1,7,1,0,1,3,6,6,20,21,4,1,0,4,2,13,2,6,2,-4,-2,9,10,10,5,6,0,5,12,16,7,3,2,7,8,10,20,11,16,14,16,11,15,21,15,8,16,15,10,6,6,7,11,16
"Suffolk County, NY",US,40.9849,-72.6151,5,4,8,6,7,5,6,5,4,0,8,12,13,6,6,7,7,-2,1,6,-1,0,2,5,7,9,6,6,5,3,1,5,4,5,8,8,5,6,11,3,6,7,6,6,4,1,-1,5,6,6,6,1,0,6,8,9,7,7,8,4,1,4,9,9,9,7,6,6,9,13,12,9,8,13,10,8,5,7,9
"Ulster County, NY",US,41.8586,-74.3118,5,2,7,6,7,2,4,3,2,-1,8,16,16,5,5,8,5,-3,-5,3,-2,-1,2,5,7,3,5,4,2,3,1,3,3,4,9,12,4,2,3,1,1,6,6,6,3,-5,-2,5,6,2,3,0,1,6,10,14,10,5,3,1,-1,4,13,13,10,10,6,6,14,20,17,10,8,15,8,9,7,9,12
"Volusia County, FL",US,29.028000000000002,-81.0755,19,20,26,28,25,16,19,21,18,23,25,27,27,27,26,28,27,23,24,24,16,12,14,20,24,21,19,21,18,20,19,24,17,18,23,24,27,29,19,20,23,26,29,28,30,20,22,26,25,28,26,26,12,18,22,25,27,26,16,17,19,21,24,28,30,31,23,16,21,23,25,25,26,28,28,29,26,28,28
"Fairfax County, VA",US,38.9085,-77.2405,10,9,11,11,14,4,11,6,6,4,12,20,19,11,8,14,12,2,1,5,0,1,4,6,10,9,7,8,7,6,5,7,9,12,18,19,7,7,14,6,9,8,12,9,12,2,1,10,12,14,10,4,2,12,14,15,11,11,4,6,1,10,18,17,17,13,10,9,16,23,21,13,17,22,13,9,12,17,14
"Rockingham County, NH",US,42.9931,-71.0498,1,2,4,4,3,0,0,2,4,-3,7,16,18,-1,3,7,2,-8,-7,3,-3,-4,1,5,5,4,7,6,3,2,0,5,2,3,7,6,3,1,0,-3,-1,3,1,4,1,-6,-4,3,4,0,3,-1,-1,5,9,14,9,9,7,1,0,0,10,16,9,9,7,6,11,20,16,9,5,13,10,6,1,5,11
"Washington, D.C.",US,38.9072,-77.0369,12,10,11,11,14,5,12,7,7,4,11,21,19,11,9,14,12,3,1,6,1,2,4,6,10,10,9,9,8,7,6,8,10,12,19,18,8,7,15,7,9,8,13,10,13,3,2,11,12,14,11,5,3,12,14,15,12,11,6,8,2,10,18,17,17,13,10,11,16,23,21,13,17,23,14,10,12,17,14
"Montgomery County, PA",US,40.229,-75.3879,7,4,9,9,12,5,9,6,4,0,11,19,17,8,6,11,8,0,0,4,0,1,4,8,11,8,7,7,6,6,3,7,6,5,15,16,6,5,13,5,8,7,9,8,7,0,0,9,11,14,9,3,2,10,14,16,8,11,4,5,1,7,17,14,13,12,6,8,15,22,19,14,13,20,14,12,9,12,15
"Alameda County, CA",US,37.6017,-121.7195,14,14,15,15,12,12,13,13,10,9,12,11,9,10,10,9,11,10,9,8,10,14,14,13,17,16,13,12,14,15,15,18,18,11,9,9,15,16,18,13,13,18,19,17,14,14,17,14,19,16,17,17,19,18,13,20,20,22,22,23,12,11,18,21,23,18,16,11,12,15,19,20,21,18,11,9,8,9,10
"Broward County, FL",US,26.1901,-80.3659,27,27,28,29,30,21,23,25,24,25,25,28,27,28,27,27,27,25,24,28,23,19,16,24,25,25,24,25,25,27,23,27,23,19,23,26,27,29,23,24,25,27,29,29,30,29,26,26,29,29,30,30,23,23,24,26,29,30,20,19,21,23,25,28,31,33,28,22,23,24,25,26,28,28,28,29,28,29,28
"Lee County, FL",US,26.663,-81.9535,24,24,28,28,26,20,22,22,22,26,26,29,29,28,28,28,28,27,26,26,20,16,16,24,25,23,22,22,24,22,20,24,20,18,23,25,27,27,19,23,26,29,28,28,28,28,27,27,27,29,28,28,21,23,25,26,27,28,19,19,21,24,26,27,28,28,24,22,23,25,27,26,27,28,29,28,30,28,30
"Pinal County, AZ",US,32.8162,-111.2845,17,16,14,15,20,20,21,20,20,16,14,17,19,20,20,23,20,17,21,24,25,12,15,20,22,21,22,20,20,18,19,21,23,26,16,9,10,14,19,22,22,20,13,15,19,21,20,23,24,24,24,26,24,18,16,19,18,18,25,26,25,22,19,20,21,28,28,27,21,25,22,22,21,18,21,23,25,24,19
"Rockland County, NY",US,41.1489,-73.983,6,4,9,8,9,5,7,6,5,0,9,19,19,6,7,11,9,-1,-2,6,0,0,3,6,10,7,7,7,6,5,2,6,5,6,13,13,6,4,10,5,5,7,7,8,5,-1,0,7,11,6,7,3,2,10,12,17,12,8,6,5,1,6,15,15,13,11,8,8,16,22,20,13,10,20,13,12,8,12,14
"Saratoga County, NY",US,43.0324,-73.936,2,2,4,7,2,0,3,2,2,-4,2,15,14,3,5,6,5,-5,-7,2,-4,-3,0,0,4,2,3,5,2,2,0,2,3,3,5,6,3,0,0,-4,-2,4,2,3,2,-6,-4,3,2,2,0,-2,-1,4,8,12,8,2,2,0,-3,1,11,14,7,7,8,6,12,21,15,7,11,11,7,7,6,10,10
"Charleston County, SC",US,32.7957,-79.7848,16,15,15,18,18,13,16,17,16,17,19,20,20,20,20,20,22,11,17,17,7,6,11,12,17,15,14,14,13,13,12,12,10,15,17,17,18,19,13,12,13,19,19,19,20,15,12,16,16,17,18,10,8,11,15,17,19,18,12,14,13,14,19,20,18,14,17,13,15,19,20,21,20,22,19,22,16,20,20
"Clark County, WA",US,45.7466,-122.5194,9,12,8,13,8,8,10,11,8,4,7,8,7,4,3,3,5,5,7,10,10,9,9,11,12,13,11,10,10,8,11,15,11,6,6,3,9,12,11,8,6,10,6,9,6,8,7,9,9,11,12,13,13,11,9,8,12,12,15,13,7,8,7,13,12,14,7,7,10,12,15,12,12,5,6,8,15,16,14
"Cobb County, GA",US,33.8999,-84.5641,12,13,8,15,12,11,15,13,14,17,18,21,18,17,17,20,16,12,9,8,2,4,9,8,12,7,10,10,14,11,14,5,9,17,23,19,19,19,4,6,12,11,20,21,16,10,12,9,12,15,11,6,8,13,14,8,18,12,8,10,12,18,11,20,13,10,13,14,16,19,18,22,23,22,24,18,12,20,23
