Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20
,Honduras,15.2,-86.2419,14,14,15,15,18,16,16,16,15,17,17,16,16,16,15,16,16,16,15,17,17,14,12,16,14,11,12,14,15,16,14,14,17,17,15,15,15,14,17,14,15,16,15,16,15,17,15,15,15,16,15,17,17,17,10,14,15,16,17,16,16,15,16,14,15,15,16,16,17,17,16,15,14,16,15,14,15,16,15
Channel Islands,United Kingdom,49.3723,-2.3644,9,10,8,8,6,9,11,11,7,8,9,8,9,8,8,8,7,6,7,6,5,5,5,6,8,9,7,8,8,9,10,9,10,8,7,6,5,9,9,9,7,6,7,8,10,11,7,8,7,9,8,9,10,10,7,5,6,6,7,7,6,7,6,8,6,8,9,7,9,10,8,7,8,9,7,8,8,8,9
New Brunswick,Canada,46.5653,-66.4619,-4,-4,-5,-2,-3,-12,-11,-12,-10,-16,-3,-6,-17,-15,-11,-11,-17,-22,-19,-12,-21,-18,-10,-8,-10,-6,-2,-9,-14,-16,-13,-14,-7,-8,-6,-9,-15,-7,-13,-21,-14,-12,-5,-5,-21,-24,-14,-8,-21,-8,-22,-23,-13,-8,-8,-4,-4,-3,-7,-14,-11,-13,-3,0,-2,-10,-12,-12,-6,-9,-6,-11,-11,0,-9,-13,-9,-3,-10
Tibet,China,31.6927,88.0924,-14,-16,-15,-18,-21,-14,-13,-12,-18,-23,-19,-14,-12,-13,-15,-10,-14,-16,-20,-18,-16,-18,-24,-24,-20,-21,-19,-20,-19,-21,-22,-20,-26,-26,-21,-25,-21,-21,-21,-25,-22,-17,-14,-12,-13,-14,-11,-16,-15,-13,-15,-11,-16,-16,-18,-14,-18,-21,-17,-16,-11,-17,-14,-17,-14,-14,-16,-16,-16,-15,-12,-16,-12,-13,-15,-17,-17,-11,-13
,Congo (Kinshasa),-4.0383,21.7587,20,21,21,21,20,22,22,21,21,20,19,20,21,22,23,21,21,21,21,22,22,22,22,22,21,22,23,21,21,20,21,21,20,20,20,19,21,23,20,20,19,21,21,21,21,21,21,21,22,21,21,23,22,22,20,21,22,20,20,21,22,21,19,22,23,21,22,21,21,21,22,20,21,22,23,21,20,20,21
,Cote d'Ivoire,7.54,-5.5471,18,18,17,16,16,18,19,21,20,21,21,23,21,20,20,19,21,20,19,22,22,22,21,19,18,19,21,20,18,17,19,17,17,16,15,17,17,17,17,23,22,22,18,17,17,17,17,22,23,23,23,22,23,23,22,19,19,22,22,21,24,24,23,24,22,23,23,22,22,23,24,24,24,24,24,25,23,24,24
Saint Barthelemy,France,17.9,-62.8333,24,24,24,24,24,24,23,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,24,24,23,24,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,23,23
,Jamaica,18.1096,-77.2975,20,20,20,19,20,20,21,21,22,21,21,21,20,21,21,21,21,21,20,20,19,19,15,16,17,16,17,16,17,16,16,17,20,20,20,19,19,21,19,20,20,20,19,19,20,18,19,20,20,21,20,18,19,19,20,19,21,19,20,21,20,20,20,19,19,18,19,21,20,20,19,17,18,19,20,20,19,20,20
,Turkey,38.9637,35.2433,-3,-5,-2,-3,-6,2,0,-2,-7,-8,-4,-1,-5,-4,-4,-5,-5,-5,-4,-3,-8,-7,-7,-11,-8,-6,-1,0,-1,-2,-8,-3,-5,0,0,4,0,-5,-14,-10,-17,-6,0,-11,-5,-6,-10,-11,-8,-7,-3,-1,-2,-2,0,-5,-2,2,1,1,-4,-1,0,1,6,2,1,3,10,0,4,8,7,5,2,-4,-6,-4,-1
Gibraltar,United Kingdom,36.1408,-5.3536,10,11,10,13,13,11,9,13,11,11,12,11,9,9,9,9,11,11,7,8,9,11,11,12,11,9,12,11,13,12,13,12,12,12,12,14,14,12,12,13,10,14,13,11,13,14,12,14,13,14,14,14,14,13,13,13,12,11,11,14,15,13,14,14,11,11,10,13,12,14,13,14,14,15,12,9,14,14,14
"Kitsap, WA",US,47.6477,-122.6413,7,3,4,3,4,3,8,3,0,1,4,3,-2,-3,-1,1,-1,1,5,5,5,5,6,8,6,6,5,5,6,3,7,10,0,1,0,2,5,4,4,0,1,1,4,3,2,4,2,0,0,0,0,0,3,4,2,0,3,2,1,3,0,2,5,3,2,3,1,0,0,0,5,2,2,0,0,1,0,0,1
"Solano, CA",US,38.3105,-121.9018,4,3,2,5,3,1,0,4,6,0,6,1,3,5,0,5,2,2,2,2,4,7,4,6,7,10,6,7,5,5,4,4,7,1,3,0,1,0,3,8,8,9,3,3,4,3,6,8,5,1,3,4,5,4,4,9,4,5,6,7,7,8,7,5,7,8,8,4,6,6,7,7,7,8,7,4,3,6,2
"Santa Cruz, CA",US,37.0454,-121.958,6,7,7,7,5,4,5,6,6,3,5,3,4,6,2,4,3,3,5,9,7,9,7,8,8,11,6,7,6,7,8,9,7,3,3,2,5,7,5,6,8,8,7,6,6,6,6,7,7,5,7,8,10,6,6,9,10,10,12,8,4,7,8,9,9,8,7,6,7,11,10,10,8,8,7,5,3,4,5
"Napa, CA",US,38.5025,-122.2654,7,5,5,6,4,4,3,3,5,3,5,1,2,3,0,5,1,2,4,6,6,5,5,7,8,10,7,7,6,8,9,7,7,1,4,4,7,6,4,7,9,13,9,4,4,5,6,9,6,4,6,8,5,3,5,14,9,8,10,5,5,9,14,11,8,6,6,2,5,7,8,9,7,5,4,1,2,4,2
"Ventura, CA",US,34.3705,-119.1391,8,8,10,8,7,11,10,5,4,5,4,4,4,4,5,3,4,6,10,10,8,6,9,10,8,9,8,8,8,9,11,12,11,3,4,3,4,5,7,6,11,8,6,5,6,6,7,7,8,7,7,11,9,6,7,12,14,13,17,9,7,5,8,8,8,8,9,5,6,11,11,9,8,9,8,8,3,3,4
"Worcester, MA",US,42.4097,-71.8571,-1,-3,1,2,0,-4,-2,-2,-9,-6,5,13,-2,0,1,0,-11,-12,-7,-11,-13,-12,-9,-4,0,1,0,0,-4,-9,-6,-1,-1,-3,-1,0,-3,-1,-7,-10,-1,0,-1,0,-5,-15,-6,-3,-4,0,-7,-12,-6,-3,-2,2,2,3,-4,-6,-9,-6,4,4,0,-2,-2,-2,3,7,3,0,2,1,0,-6,-1,0,0
"Gwinnett, GA",US,33.9191,-84.0167,1,5,7,12,0,2,7,1,1,9,13,8,13,15,12,14,5,3,3,-3,-3,-5,1,3,2,0,5,1,2,1,3,2,2,3,10,14,16,2,-1,0,2,9,9,16,1,0,3,4,9,9,4,1,-2,0,6,7,6,0,0,2,-1,5,10,11,8,6,0,0,3,11,10,13,16,13,11,9,9,10,13
"DeKalb, GA",US,33.7956,-84.2279,2,6,7,12,0,3,8,2,1,9,14,9,14,15,13,14,6,4,4,-3,-4,-4,2,3,3,0,6,2,3,2,4,3,2,4,12,15,16,2,-1,0,2,10,10,15,1,0,4,5,9,9,5,1,-1,0,6,7,7,0,0,2,0,7,11,11,9,6,0,1,4,12,11,14,16,13,12,10,9,12,14
"Floyd, GA",US,37.5455,-82.7779,3,2,9,9,0,0,0,1,-1,9,15,7,4,8,7,6,-3,2,0,-7,-6,-8,-1,6,2,0,3,1,0,0,1,3,1,7,11,3,7,0,-1,-1,7,8,2,6,-4,-8,2,0,9,1,0,-6,-5,-2,3,7,6,-1,0,-3,-4,9,10,3,2,5,0,-2,4,13,10,6,14,5,2,1,9,5,15
"Fayette, GA",US,33.4502,-84.4803,1,5,8,12,0,1,7,0,0,10,14,8,14,15,13,14,5,4,5,-4,-4,-5,1,4,2,0,5,1,3,1,4,3,1,3,11,15,16,3,-2,0,3,11,10,17,1,-1,3,5,9,9,6,1,-2,0,6,8,6,0,-1,1,-1,6,11,11,9,5,0,0,3,12,10,13,16,12,12,12,10,11,13
"Gregg, TX",US,32.4893,-94.8521,0,9,10,1,1,3,0,-1,9,17,4,-2,1,12,16,13,7,13,0,-1,-1,0,4,1,-1,8,8,7,5,5,6,0,3,9,16,3,0,-3,1,8,13,6,5,3,-1,0,11,11,16,5,3,-1,-1,5,11,3,3,-3,1,2,12,16,16,12,8,3,3,3,13,14,15,17,18,13,12,9,11,17,19
"Monmouth, NJ",US,40.2589,-74.124,1,-2,5,7,2,0,0,-1,-5,-1,7,14,3,2,4,4,-4,-6,1,-5,-7,-5,-4,-1,4,0,0,0,0,-3,0,2,1,0,3,4,3,4,-1,0,3,5,2,3,0,-9,-3,0,1,4,-2,-6,-3,-1,0,5,5,4,-2,-3,-3,0,6,5,2,2,2,-1,4,8,5,1,7,4,4,0,4,2,6
"Burlington, NJ",US,40.0712,-74.8649,2,-3,5,7,3,0,0,0,-4,-2,6,16,3,2,5,3,-4,-6,0,-5,-8,-6,-5,-2,3,2,1,1,2,-4,-1,1,1,1,4,3,1,5,0,-1,4,6,3,1,1,-10,-3,1,1,5,-1,-6,-2,-2,-1,7,6,4,-1,-2,-2,0,6,6,3,1,1,0,4,10,6,2,8,6,4,1,4,3,5
"Camden, NJ",US,39.9259,-75.1196,2,-2,6,7,3,1,0,0,-4,-2,8,16,4,2,5,5,-3,-5,0,-4,-6,-5,-4,0,4,1,1,3,2,-3,-1,2,1,1,5,3,2,6,0,-1,4,6,3,2,1,-9,-3,2,2,5,-1,-5,-3,-2,0,7,7,3,-1,-2,-2,0,6,7,4,1,1,0,4,9,7,4,8,7,4,2,4,5,5
"Passaic, NJ",US,40.8568,-74.1285,1,-2,4,6,2,0,0,0,-6,-1,6,14,0,1,3,3,-6,-7,-1,-6,-8,-7,-5,-1,1,0,0,0,-1,-5,-1,1,1,1,2,3,1,2,-2,-2,1,5,1,1,-1,-11,-4,0,0,3,-2,-7,-3,-2,0,5,6,4,-2,-3,-4,-1,7,6,2,0,1,0,4,8,4,3,6,4,4,0,4,2,4
"Union, NJ",US,40.6976,-74.2632,1,-3,4,6,2,0,0,0,-5,-1,7,15,1,1,4,3,-5,-7,-1,-6,-8,-6,-5,0,2,1,0,0,0,-5,-1,2,1,1,3,3,1,2,-1,-1,2,5,1,1,0,-11,-4,0,1,4,-2,-6,-3,-2,0,5,6,4,-2,-3,-3,-1,7,6,2,1,2,-1,4,8,5,3,7,5,4,0,4,2,5
"Eagle, CO",US,39.6553,-106.8287,-11,-9,-12,-11,-12,-9,-9,-9,-8,-10,-17,-12,-7,-9,-10,-11,-6,-15,-15,-15,-5,-4,-5,-8,-5,-6,-4,-12,-8,-10,-14,-9,-8,-1,-13,-21,-13,-4,-2,-5,-8,-14,-12,-10,-10,-7,-2,-3,-12,-11,-18,-15,-8,-1,-7,-12,-19,-7,-9,-8,-4,-3,-9,-8,-6,-6,-3,1,0,0,-2,2,-1,0,-2,-2,0,-1,0
"Larimer, CO",US,40.6956,-105.5943,-3,-6,-8,-3,-6,-8,-5,-2,-7,-10,-13,-8,-9,-6,-7,-9,-1,-10,-6,-8,-1,-2,-6,-3,-2,-2,0,-7,-4,-7,-9,-1,2,-7,-17,-18,-11,-7,-2,-8,-10,-17,-8,-12,-8,-5,-3,-7,-14,-12,-18,-9,-1,-1,-5,-12,-14,-5,-3,-1,-2,-8,-5,-4,-1,-2,0,3,0,0,1,1,-5,-4,-3,0,-2,0,0
"Arapahoe, CO",US,39.6203,-104.3326,-3,-3,-6,-2,-3,-3,-2,-1,-3,-5,-10,-5,-6,-4,-6,-4,-2,-7,-7,-6,0,0,-4,-3,0,-2,-1,-4,-4,-5,-7,-1,3,-5,-12,-15,-9,-5,-6,-3,-9,-12,-8,-10,-9,-6,-5,-2,-6,-7,-15,-8,-2,0,-4,-7,-14,-4,-3,-2,0,-4,-3,-1,-4,-1,2,5,2,1,1,4,0,-3,-1,0,1,1,3
"Gunnison, CO",US,38.5458,-106.9253,-23,-15,-22,-20,-21,-15,-21,-21,-13,-13,-25,-19,-13,-22,-20,-18,-8,-18,-22,-24,-10,-6,-4,-16,-12,-14,-11,-19,-17,-16,-21,-17,-19,-15,-13,-27,-21,-6,-7,-12,-8,-10,-20,-16,-17,-17,-5,-3,-10,-16,-18,-19,-13,-3,-11,-17,-22,-14,-15,-15,-11,-4,-13,-12,-12,-10,-9,-4,-3,-5,-3,0,-1,-3,-4,-6,-3,-5,-1
"Kane, IL",US,41.9879,-88.4016,-7,0,0,-2,-5,-4,-3,-10,-7,5,-1,-7,-2,0,-4,-12,-12,-4,-17,-12,-13,-6,-2,0,0,-1,-3,-2,-4,-5,-2,0,0,-3,0,-5,-4,-7,-6,-6,-6,-5,-7,-10,-22,-15,-9,-3,0,-11,-15,-14,-5,-1,0,1,-3,-6,-10,-11,-2,-1,-2,0,-1,-2,-6,0,7,1,1,1,0,0,0,-2,0,0,2
"Monroe, PA",US,41.0458,-75.2479,-1,-4,2,4,0,-1,-2,-2,-9,-3,4,14,-1,0,1,1,-8,-9,-5,-9,-11,-10,-8,-3,0,0,0,0,-1,-8,-5,0,-1,0,1,0,-1,1,-3,-3,0,2,0,0,-4,-14,-5,-2,0,0,-4,-8,-5,-3,-1,2,3,1,-4,-5,-5,-3,5,3,0,-1,-1,-3,2,6,0,1,5,1,1,-3,1,0,2
"Philadelphia, PA",US,39.9526,-75.1652,2,-3,5,7,3,0,0,0,-4,-2,8,16,5,2,5,5,-3,-6,0,-5,-7,-6,-5,-1,4,1,1,2,1,-4,-1,1,1,1,5,3,1,6,0,-1,4,6,3,2,1,-10,-3,1,2,5,-1,-5,-3,-2,0,6,7,3,-1,-2,-3,0,6,6,4,1,1,-1,4,9,6,4,8,6,5,1,4,4,5
"Norfolk, VA",US,36.8508,-76.2859,3,2,7,12,4,2,2,1,1,3,12,18,14,10,8,9,1,0,9,-2,-1,0,1,5,10,2,0,3,1,1,3,5,3,8,12,14,7,13,0,1,3,14,8,8,5,-1,0,4,4,8,2,0,-3,0,3,7,10,5,0,1,-1,2,10,8,8,7,4,0,5,12,11,9,12,9,8,7,6,10,10
"Arlington, VA",US,38.8816,-77.09100000000001,4,0,7,10,3,0,0,-1,-2,0,9,16,7,5,6,8,-1,-3,1,-4,-5,-5,-3,1,7,1,2,4,3,-1,0,0,1,7,11,6,3,6,0,0,4,8,5,4,2,-6,0,3,4,6,1,-4,-3,-1,1,7,9,2,0,0,-2,2,7,7,5,3,3,1,6,12,8,8,9,7,4,3,6,6,8
"Spotsylvania, VA",US,38.2042,-77.6078,0,-2,7,10,2,0,-2,-1,-5,0,9,16,5,4,5,8,-1,-3,2,-5,-6,-6,-6,0,7,0,0,0,0,-3,-3,-2,0,5,13,10,2,7,-2,-2,3,8,4,4,0,-7,-1,1,0,6,-1,-5,-6,-4,0,7,8,2,-1,-2,-5,1,7,5,4,0,2,-3,5,12,7,6,9,5,4,0,4,6,9
"Loudoun, VA",US,39.0768,-77.6536,0,-3,6,8,0,-1,-1,-3,-6,0,9,13,2,3,2,8,-2,-4,0,-6,-7,-8,-6,0,5,0,0,0,0,-4,-1,-3,0,6,11,3,1,5,-2,-3,3,6,1,3,-1,-8,-2,0,2,3,-1,-7,-6,-4,-1,5,6,0,-2,-3,-5,0,5,4,1,0,0,-1,3,11,4,3,8,4,2,0,4,2,7
"Prince George's, MD",US,38.7849,-76.8721,2,-2,7,10,2,0,-1,-1,-3,0,9,17,5,4,5,8,-1,-3,0,-5,-6,-6,-5,0,7,0,0,2,2,-3,-1,-2,1,5,11,7,2,6,-1,-2,4,8,4,4,2,-7,-1,1,2,6,0,-5,-5,-4,0,7,8,2,-1,-1,-4,2,6,6,2,1,2,0,5,12,6,6,9,6,4,1,4,4,8
"Pottawattamie, IA",US,41.3912,-95.4778,-4,-2,-4,-6,0,-3,-3,-8,0,-4,-15,-13,-6,-5,-4,-19,-12,-12,-19,-21,-20,-6,0,-1,-5,-3,-4,-4,-5,-2,0,-4,0,-1,-6,-8,-11,-5,-12,-2,-10,-5,-3,-21,-17,-7,-4,1,-5,-8,-15,-8,-2,-1,0,-1,-6,-5,-2,-4,2,0,0,0,3,-4,1,7,3,-4,1,9,-2,0,-1,0,-2,5,8
"Camden, NC",US,34.2465,-80.607,2,3,8,14,1,1,3,0,0,8,13,17,17,17,14,17,4,2,10,-1,-3,-3,0,5,5,1,6,1,1,3,1,3,1,5,10,13,16,9,0,0,0,15,13,17,6,0,2,6,9,14,7,0,-4,-1,8,8,12,3,0,1,-2,3,13,12,9,5,1,0,1,11,11,11,17,14,12,8,10,11,16
"Pima, AZ",US,32.0575,-111.6661,2,3,1,3,4,4,4,6,5,3,0,2,5,7,7,11,6,3,6,9,8,8,5,5,6,6,8,5,5,4,4,5,8,10,0,-1,0,3,4,8,8,4,3,3,6,5,5,6,7,9,8,12,13,6,5,6,2,4,8,9,10,7,5,5,8,13,11,11,7,13,14,14,9,7,8,8,10,8,7
"Noble, IN",US,41.4277,-85.355,-4,0,3,0,-2,-2,-2,-4,-6,5,9,-3,0,0,-1,-1,-8,-3,-14,-11,-9,-8,-3,0,0,0,-2,-1,-2,-2,-1,-2,0,-1,1,-3,-4,-5,-4,-4,0,-2,-5,-2,-13,-15,-4,-5,0,-6,-8,-11,-5,-2,0,0,-2,-5,-10,-9,-8,4,0,0,-4,0,-5,0,6,6,0,2,2,0,-1,-2,1,-1,2
"Adams, IN",US,39.8522,-77.2865,0,-2,4,7,0,0,-1,-3,-8,-2,5,13,0,1,1,6,-3,-5,0,-6,-9,-9,-7,-2,3,0,0,0,-1,-6,-2,-2,0,4,8,1,0,4,-1,-2,3,6,0,2,-2,-10,-3,-1,2,0,-2,-7,-5,-4,-1,4,5,0,-2,-4,-5,-1,4,3,0,0,0,-2,1,9,1,3,8,2,3,-1,3,0,7
"Boone, IN",US,40.0106,-86.4997,-1,2,5,0,-3,-3,-2,-4,-3,5,11,0,0,0,0,-2,-7,-1,-13,-10,-6,-7,-1,1,0,-1,-3,-1,-1,-1,-1,0,0,1,6,-1,-3,-5,-3,-5,0,-1,-3,-1,-18,-14,-3,-3,3,-4,-6,-10,-6,-1,1,2,-1,-7,-8,-9,-5,6,3,0,-1,0,-5,0,8,9,2,3,1,2,0,0,1,2,5
"Dane, WI",US,43.0186,-89.5498,-9,0,-2,-2,-5,-4,-2,-14,-8,-2,-5,-10,-4,-2,-6,-16,-17,-5,-18,-14,-16,-7,-2,-1,0,-1,-4,-3,-7,-6,-4,0,0,-4,-4,-9,-8,-8,-8,-10,-12,-9,-8,-14,-24,-15,-9,-6,-3,-16,-21,-17,-5,-1,-3,-2,-5,-8,-11,-13,-3,-2,-3,-2,0,-3,-4,1,7,-1,2,1,-1,-1,-3,-3,-3,0,2
"Pierce, WI",US,44.7509,-92.3814,-13,-2,-3,-8,-5,-8,-7,-21,-12,-10,-17,-16,-11,-3,-11,-24,-22,-6,-18,-17,-20,-10,-4,-4,-2,-6,-6,-11,-11,-11,-5,-3,-1,-4,-14,-16,-14,-11,-16,-14,-19,-8,-9,-24,-27,-13,-14,-9,-10,-19,-25,-16,-10,-6,-9,-5,-7,-12,-13,-16,-2,-2,-4,-8,0,-9,-5,3,0,-6,0,2,-3,-6,-6,-1,-3,1,2
"Cuyahoga, OH",US,41.4339,-81.6758,-2,1,6,2,0,1,-1,-1,-6,5,9,0,0,0,0,2,-4,-3,-7,-8,-5,-9,-2,3,3,0,0,0,-1,-1,-1,-1,0,1,5,-2,-1,-2,-4,-1,0,0,-3,0,-9,-13,0,-3,3,-1,-4,-8,-3,0,2,3,1,-5,-6,-5,-6,6,7,1,-2,2,-2,0,9,11,-1,3,5,1,0,-2,4,0,3
"Weber, UT",US,41.2603,-111.9522,-4,-2,-1,-5,-5,-3,-1,0,-1,-8,-7,-3,-2,-1,-7,-6,0,-6,-8,-6,-1,1,1,0,0,0,0,0,-1,-1,-6,-2,0,-6,-11,-10,-6,2,2,-5,-8,-10,-4,-4,-4,-5,0,-3,-7,-8,-11,-8,-3,-3,-2,-5,-7,-3,-2,2,0,-4,-2,-1,1,3,7,4,3,3,2,3,-1,2,8,6,4,4,2
"Bennington County, VT",US,43.0279,-73.135,-1,-3,1,1,-2,-5,-3,-3,-14,-9,3,13,-3,-1,1,0,-14,-16,-8,-14,-17,-12,-10,-5,-2,0,0,-2,-7,-14,-10,-1,-3,-3,-3,-1,-4,-1,-10,-14,-1,-2,-3,-1,-12,-20,-8,-4,-9,-1,-11,-17,-10,-6,-3,1,0,2,-6,-7,-12,-9,3,1,-1,-3,-7,-7,1,4,-1,-1,2,1,-2,-8,0,-2,0
"Carver County, MN",US,44.8254,-93.7842,-13,-2,-3,-7,-5,-8,-8,-21,-12,-9,-21,-15,-10,-3,-11,-25,-21,-9,-19,-18,-21,-9,-1,-3,-4,-7,-7,-11,-10,-10,-4,-6,0,-4,-14,-15,-14,-9,-23,-13,-17,-8,-8,-27,-28,-11,-13,-8,-10,-19,-25,-14,-11,-7,-9,-6,-10,-12,-11,-13,-1,-3,-2,-6,1,-6,-2,3,-2,-6,-1,2,-2,-5,-6,0,-2,1,2
"Charlotte County, FL",US,26.8946,-81.9098,10,12,19,21,8,4,7,9,10,17,20,19,18,18,16,14,16,15,14,13,4,0,9,14,15,5,11,13,10,14,13,16,8,5,8,14,20,16,6,12,13,17,19,18,20,14,16,19,18,20,20,18,7,11,12,15,19,12,5,7,4,9,13,16,19,19,9,8,12,14,14,16,15,16,17,16,17,17,16
"Cherokee County, GA",US,34.2515,-84.4803,0,3,7,11,0,0,6,0,1,9,14,7,11,14,13,12,3,3,1,-4,-4,-6,1,3,2,0,4,0,1,1,4,3,1,3,11,15,16,1,-1,-1,2,9,7,14,0,-2,3,2,10,8,4,0,-3,0,5,7,5,0,-1,1,-1,6,10,10,8,5,0,0,3,11,12,13,16,11,12,10,9,11,14
"Collin County, TX",US,33.1795,-96.493,2,9,7,1,4,1,2,1,12,17,0,0,3,11,13,8,7,11,0,0,0,2,4,2,0,11,5,8,3,3,3,0,5,10,16,1,-2,0,2,12,5,4,3,2,-3,1,7,13,10,4,4,-2,0,7,10,3,3,-2,1,4,13,15,11,11,5,3,3,5,14,8,16,18,14,12,9,9,13,16,19
"Jefferson County, KY",US,38.1938,-85.6435,0,4,9,3,-1,-1,0,0,0,11,13,3,3,4,3,2,-3,2,-5,-8,-5,-7,0,4,1,0,0,0,0,-1,1,2,0,6,12,1,1,-2,-1,-4,8,1,0,2,-9,-9,2,0,9,-1,0,-7,-6,-2,5,7,5,-2,0,-4,-3,9,10,2,1,3,-3,-1,8,13,6,4,7,5,2,2,5,4,14
"Jefferson Parish, LA",US,29.6499,-90.1121,8,13,14,12,5,8,13,6,12,17,20,10,14,18,18,18,14,18,10,4,1,3,9,9,6,10,11,8,12,9,10,7,6,11,16,18,10,3,10,12,17,18,18,13,5,7,14,13,17,18,15,4,4,8,12,15,10,4,3,5,9,16,17,19,14,10,8,9,15,16,15,16,17,18,17,16,18,18,20
"Shasta County, CA",US,40.7909,-121.8474,3,0,3,0,-2,0,0,-1,-2,-1,-1,-3,-1,-3,-4,-1,-4,-2,1,2,0,0,1,1,2,3,1,1,0,3,5,5,0,-6,-4,0,2,2,0,-2,1,3,3,1,0,1,2,0,0,0,1,2,4,1,0,4,4,4,4,1,-3,0,5,5,5,3,-1,-1,0,1,2,5,4,-3,-4,-4,-3,-3,-4
"Spartanburg County, SC",US,34.8606,-81.9535,0,3,6,9,0,1,3,0,0,6,10,11,13,14,12,14,2,1,3,-3,-3,-4,-1,2,2,-1,3,1,0,2,1,1,1,5,12,14,15,5,-2,0,-1,8,10,10,2,-1,0,0,8,10,5,-1,-4,-1,7,7,6,0,-1,0,-3,2,10,8,8,3,0,-1,0,12,10,8,16,12,11,7,8,10,14
"Harrison County, KY",US,38.4333,-84.3542,0,2,9,5,0,-1,0,0,-2,10,14,3,2,4,3,2,-5,0,-4,-8,-8,-9,-2,3,1,-1,0,-1,-1,-1,0,1,0,4,11,0,0,-2,-3,-6,6,1,0,1,-9,-10,0,-2,8,-2,-1,-8,-7,-4,3,6,5,-3,0,-6,-5,7,9,1,0,2,-1,-2,6,12,6,4,8,2,1,1,5,1,13
"Johnson County, IA",US,41.6699,-91.5984,-6,1,0,-3,-4,-5,-2,-10,-5,-1,-5,-6,-3,0,-4,-17,-13,-3,-18,-14,-18,-7,-1,0,-1,-5,-3,-5,-6,-4,-3,0,2,-1,-2,-5,-7,-7,-8,-6,-6,-4,-4,-18,-22,-12,-5,0,-4,-10,-15,-11,-2,0,0,0,-2,-4,-4,-10,1,0,-1,0,2,-1,-2,5,9,0,4,3,-1,1,-2,0,-1,4,6
"Berkshire County, MA",US,42.3118,-73.1822,-4,-4,0,1,-4,-5,-4,-5,-12,-6,4,12,-2,-1,0,-1,-13,-13,-8,-13,-13,-10,-9,-3,0,-1,-2,-3,-6,-11,-7,-2,-4,-3,-1,-2,-3,0,-9,-11,-3,-1,-4,0,-12,-17,-7,-5,-6,-3,-10,-13,-8,-4,-2,1,1,1,-8,-8,-11,-6,2,0,-2,-2,-5,-4,2,6,0,0,2,0,-1,-7,-2,-1,0
"Davidson County, TN",US,36.1343,-86.822,1,7,11,4,0,0,3,1,2,13,15,4,3,9,12,6,0,5,-1,-7,-5,-5,1,5,2,0,6,0,2,3,5,5,3,11,13,7,3,-1,0,-1,9,4,3,3,-7,-6,6,4,12,1,4,-4,-4,0,6,9,5,0,1,-1,0,9,13,6,7,6,-1,2,10,13,7,11,11,8,4,3,8,9,16
"Douglas County, OR",US,43.1261,-123.2492,6,2,3,1,1,1,1,2,0,0,2,1,0,0,-2,0,-1,2,3,3,2,3,6,5,6,4,4,4,3,4,6,5,0,-2,-4,0,3,3,1,-1,0,0,0,0,0,1,3,-1,-3,-2,0,0,0,2,-1,0,0,1,2,0,-2,-1,0,2,2,1,0,0,0,0,0,0,-1,0,-1,-1,0,1,0
"Fresno County, CA",US,36.9859,-119.2321,4,2,4,7,3,2,7,1,0,0,2,0,0,1,0,5,-2,1,6,9,4,5,5,8,4,6,4,3,2,4,6,9,9,-1,-3,-1,2,5,6,2,3,4,5,6,6,5,7,5,6,5,7,9,7,3,4,6,9,10,12,10,2,1,3,9,10,11,5,2,3,8,7,7,8,4,3,3,-2,-1,0
"Harford County, MD",US,39.5839,-76.3637,0,-2,5,7,0,0,0,-1,-6,-1,6,15,3,2,3,6,-3,-5,0,-6,-7,-6,-5,-1,5,0,0,0,0,-4,-2,-1,0,2,7,3,1,4,-1,-2,2,6,1,2,0,-9,-3,0,1,3,-1,-6,-5,-3,-1,4,5,0,-2,-3,-5,-1,5,4,1,0,0,-1,2,9,4,3,9,4,3,0,4,1,6
